Ignore,Key Address,Key Name,State,Testing Site Name,Facility Type,Testing Site Address,Testing Site Zip,Testing Site Phone Number,Testing Site Hours,Instructions,URL Source,
,"33 Tower Street, Somerville MA 02143; Crown Street parking lot adjacent to Somerville Hospital",Cambridge Health Alliance: Somerville Hospital,Massachusetts,Cambridge Health Alliance: Somerville Hospital,"Hospital, Drive-Thru","33 Tower Street, Somerville MA 02143; Crown Street parking lot adjacent to Somerville Hospital",2143,(617) 591-4500,9 am - 3 pm seven days a week,"ONLY current CHA primary care patients can currently be tested at this location. Patients MUST CALL their primary care provider to be screened; tests will not be provided without prior authorization. Due to the continued limited supply of tests, only patients who meet federal CDC criteria will be eligible to receive testing.",https://www.carewellurgentcare.com/covid-19-response-at-carewell/,
,"1030 Main Street Waltham, MA, 02451",AFC Urgent Care,Massachusetts,AFC Urgent Care,Drive-Thru,"1030 Main Street Waltham, MA, 02451",2451,(781) 430-8161,,"NOVEL CORONAVIRUS (COVID-19) DRIVE THROUGH TESTING AVAILABLE AT AFC URGENT CARE WALTHAM ON TUESDAY 3/31/2020. TESTING WILL TAKE PLACE AT 1030 MAIN STREET  IN WALTHAM, MA AVAILABLE FOR ALL HEALTH INSURANCES TO INCLUDE MASSHEALTH AND MEDICARE.  MUST BE SCREENED IN ADVANCE AND RECEIVE DOCTOR’S NOTE FROM AFC URGENT CARE.  CALL FOR DETAILS OR SCREENING AT 781.430.8161.  In order to qualify for testing, patients will need to be pre-screened by an AFC provider before Tuesday, 3/31/2020 via a telemedicine urgent care visit.  Upon completion of the telehealth screening and determination of qualification for testing, AFC Urgent Care will send a personalized doctor’s order to that specific patient in order to be tested on Tuesday. PLEASE NOTE:  If a prospective patient does not bring an AFC doctor’s note to the drive through testing clinic, that patient will not be eligible for testing.",https://www.carewellurgentcare.com/covid-19-response-at-carewell/,
,"345 Main Street Tewksbury, MA 01876",CareWell Urgent Care- Tewksbury,Massachusetts,CareWell Urgent Care- Tewksbury,Urgent Care,"345 Main Street Tewksbury, MA 01876",1876,(978) 851-4683,"8am-8pm, Monday-Sunday","** Note: check website for updates on hours ** This facility follows guidelines for testing based on the Centers for Disease Control and Prevention (CDC) and the Massachusetts department of public health. They advise to call your provider, or their urgent care facility for evaluation of your symptoms. From there, they work with both commercial and state labs to facilitate the testing.",https://www.carewellurgentcare.com/covid-19-response-at-carewell/,
,"510 Boston Road Billerica, MA 01821",CareWell Urgent Care- Billerica,Massachusetts,CareWell Urgent Care- Billerica,Urgent Care,"510 Boston Road Billerica, MA 01821",1821,(978) 362-2443,"8am-8pm, Monday-Sunday","** Note: check website for updates on hours ** This facility follows guidelines for testing based on the Centers for Disease Control and Prevention (CDC) and the Massachusetts department of public health. They advise to call your provider, or their urgent care facility for evaluation of your symptoms. From there, they work with both commercial and state labs to facilitate the testing.",https://www.carewellurgentcare.com/covid-19-response-at-carewell/,
,"500 Lincoln Street Worcester, MA 01605",CareWell Urgent Care-Worcester Lincoln St,Massachusetts,CareWell Urgent Care-Worcester Lincoln St,Urgent Care,"500 Lincoln Street Worcester, MA 01605",1605,(774) 420-2111,"8am-8pm, Monday-Sunday","** Note: check website for updates on hours ** This facility follows guidelines for testing based on the Centers for Disease Control and Prevention (CDC) and the Massachusetts department of public health. They advise to call your provider, or their urgent care facility for evaluation of your symptoms. From there, they work with both commercial and state labs to facilitate the testing.",https://www.carewellurgentcare.com/covid-19-response-at-carewell/,
,"58 Bedford Street Lexington, MA 02420",CareWell Urgent Care-Lexington,Massachusetts,CareWell Urgent Care-Lexington,Urgent Care,"58 Bedford Street Lexington, MA 02420",2420,(781) 538-4526,"8am-8pm, Monday-Sunday","** Note: check website for updates on hours ** This facility follows guidelines for testing based on the Centers for Disease Control and Prevention (CDC) and the Massachusetts department of public health. They advise to call your provider, or their urgent care facility for evaluation of your symptoms. From there, they work with both commercial and state labs to facilitate the testing.",https://childrensnational.org/healthcare-providers/refer-a-patient/mobile-testing,
,"757 Boston Post Road East Marlborough, MA 01752",CareWell Urgent Care-Marlborough,Massachusetts,CareWell Urgent Care-Marlborough,Urgent Care,"757 Boston Post Road East Marlborough, MA 01752",1752,(508) 630-8989,"8am-8pm, Monday-Sunday","** Note: check website for updates on hours ** This facility follows guidelines for testing based on the Centers for Disease Control and Prevention (CDC) and the Massachusetts department of public health. They advise to call your provider, or their urgent care facility for evaluation of your symptoms. From there, they work with both commercial and state labs to facilitate the testing.",https://www.wusa9.com/article/news/health/coronavirus/heres-a-list-of-testing-centers-across-the-dmv-area/65-d8542f08-ad11-450a-941d-ab56ca9b68a5,
,"601-603 Concord Ave Cambridge, MA 02138",CareWell Urgent Care-Cambridge Fresh Pond,Massachusetts,CareWell Urgent Care-Cambridge Fresh Pond,Urgent Care,"601-603 Concord Ave Cambridge, MA 02138",2138,(857) 706-1107,"8am-8pm, Monday-Sunday","** Note: check website for updates on hours ** This facility follows guidelines for testing based on the Centers for Disease Control and Prevention (CDC) and the Massachusetts department of public health. They advise to call your provider, or their urgent care facility for evaluation of your symptoms. From there, they work with both commercial and state labs to facilitate the testing.",https://www.adventisthealthcare.com/locations/profile/shady-grove-medical-center/?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,
,"50 Worcester Road (Rt 9) Framingham, MA 01702",CareWell Urgent Care-Framingham,Massachusetts,CareWell Urgent Care-Framingham,Urgent Care,"50 Worcester Road (Rt 9) Framingham, MA 01702",1702,(508) 861-7375,"8am-8pm, Monday-Sunday","** Note: check website for updates on hours ** This facility follows guidelines for testing based on the Centers for Disease Control and Prevention (CDC) and the Massachusetts department of public health. They advise to call your provider, or their urgent care facility for evaluation of your symptoms. From there, they work with both commercial and state labs to facilitate the testing.",https://www.hopkinsmedicine.org/suburban_hospital/,
,"349 Broadway Somerville, MA 02145",CareWell Urgent Care-Somerville,Massachusetts,CareWell Urgent Care-Somerville,Urgent Care,"349 Broadway Somerville, MA 02145",2145,(617) 996-6987,"8am-8pm, Monday-Sunday","** Note: check website for updates on hours ** This facility follows guidelines for testing based on the Centers for Disease Control and Prevention (CDC) and the Massachusetts department of public health. They advise to call your provider, or their urgent care facility for evaluation of your symptoms. From there, they work with both commercial and state labs to facilitate the testing.",https://www.medstarmontgomery.org/,
,"1400 Cambridge Street Cambridge, MA 02138",CareWell Urgent Care-Cambridge Inman Square,Massachusetts,CareWell Urgent Care-Cambridge Inman Square,Urgent Care,"1400 Cambridge Street Cambridge, MA 02138",2138,(617) 714-4534,"8am-8pm, Monday-Sunday","** Note: check website for updates on hours ** This facility follows guidelines for testing based on the Centers for Disease Control and Prevention (CDC) and the Massachusetts department of public health. They advise to call your provider, or their urgent care facility for evaluation of your symptoms. From there, they work with both commercial and state labs to facilitate the testing.",https://www.adventisthealthcare.com/locations/profile/white-oak-medical-center/?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,
,"111 Grossman Dr, Braintree, MA 02184",Atrius Health: Braintree Site,Massachusetts,Atrius Health: Braintree Site,Drive-Thru,"111 Grossman Dr, Braintree, MA 02184",2184,,,"Call your primary care physician if you are experiencing symptoms of shortness of breath, fever or dry cough or have been exposed to someone with COVID-19.  If your symptoms meet the criteria for testing, your physician will give you a referral. The drive-through testing is only for Atrius patients who have already phoned, been evaluated and given an appointment.",https://www.carewellurgentcare.com/covid-19-response-at-carewell/,
,"922 Highland Avenue Needham, MA 02494",CareWell Urgent Care-Needham,Massachusetts,CareWell Urgent Care-Needham,Urgent Care,"922 Highland Avenue Needham, MA 02494",2494,(781) 400-1383,"8am-8pm, Monday-Sunday","** Note: check website for updates on hours ** This facility follows guidelines for testing based on the Centers for Disease Control and Prevention (CDC) and the Massachusetts department of public health. They advise to call your provider, or their urgent care facility for evaluation of your symptoms. From there, they work with both commercial and state labs to facilitate the testing.",https://www.wusa9.com/article/news/health/coronavirus/heres-a-list-of-testing-centers-across-the-dmv-area/65-d8542f08-ad11-450a-941d-ab56ca9b68a5,
,"42 Washington St. Norwell, MA 02061",CareWell Urgent Care-Norwell,Massachusetts,CareWell Urgent Care-Norwell,Urgent Care,"42 Washington St. Norwell, MA 02061",2061,(781) 421-3503,"8am-8pm, Monday-Sunday","** Note: check website for updates on hours ** This facility follows guidelines for testing based on the Centers for Disease Control and Prevention (CDC) and the Massachusetts department of public health. They advise to call your provider, or their urgent care facility for evaluation of your symptoms. From there, they work with both commercial and state labs to facilitate the testing.",https://www.wusa9.com/article/news/health/coronavirus/heres-a-list-of-testing-centers-across-the-dmv-area/65-d8542f08-ad11-450a-941d-ab56ca9b68a5,
,"55 Fruit Street, Boston, MA 02114",Massachusetts General Hospital,Massachusetts,Massachusetts General Hospital,Hospital,"55 Fruit Street, Boston, MA 02114",2114,(617) 726-2000,Open 24hrs,"To be tested for COVID-19 at this facility, you must have a doctor's referral.",https://www.carewellurgentcare.com/covid-19-response-at-carewell/,
,"4 Jersey St, Boston, MA 02215",Atrius Health: Parking Garage Near Fenway Park,Massachusetts,Atrius Health: Parking Garage Near Fenway Park,Drive-Thru,"4 Jersey St, Boston, MA 02215",2215,(617) 421-2933,Call to confirm,"To be tested for COVID-19 at this facility, you must have a doctor's referral",https://www.carewellurgentcare.com/covid-19-response-at-carewell/,
,"525 William F McClellan Hwy, Boston, MA 02128",Suffolk Downs,Massachusetts,Suffolk Downs,Drive-Thru,"525 William F McClellan Hwy, Boston, MA 02128",2128,,,"First responders (EMTs, fire fighters, and police officers) ONLY are being tested at this site. To make an appointment, patients must meet the requirements for symptoms outlined by the state.",https://www.carewellurgentcare.com/covid-19-response-at-carewell/,
,"55 Lake Avenue North, Worcester, MA 01655; UMass Medical School parking garage","UMass Medical Center, University Campus",Massachusetts,"UMass Medical Center, University Campus",Drive-Thru,"55 Lake Avenue North, Worcester, MA 01655; UMass Medical School parking garage",1655,(508) 334-1000,8 am - 5pm Monday - Friday,The drive-thru testing is available to pre-screened patients who have reported their symptoms to a UMass healthcare provider and have been referred to testing. Contact your UMass healthcare provider to be screened.,https://www.carewellurgentcare.com/covid-19-response-at-carewell/,
,"123 Summer St, Worcester, MA 01608",Saint Vincent Hospital,Massachusetts,Saint Vincent Hospital,Drive-Thru,"123 Summer St, Worcester, MA 01608",1608,(508) 363-5000,Call to confirm,"To be tested for COVID-19 at this facility, you must be pre-screened and referred by a physician.",https://www.carewellurgentcare.com/covid-19-response-at-carewell/,
,"720 Boston Turnpike, Shrewsbury, MA 01545",CVS Pharmacy Shrewsbury,Massachusetts,CVS Pharmacy Shrewsbury,Drive-Thru,"720 Boston Turnpike, Shrewsbury, MA 01545",1545,(508) 845-6009,Call to confirm,"At this time, testing is limited and only for first responders and medical professionals.",https://www.carewellurgentcare.com/covid-19-response-at-carewell/,
,"380 John Fitch Highway Fitchburg, MA 01420",CareWell Urgent Care- Fichburg,Massachusetts,CareWell Urgent Care- Fichburg,Urgent Care,"380 John Fitch Highway Fitchburg, MA 01420",1420,(978) 696-3547,"8am-8pm, Monday-Sunday","** Note: check website for updates on hours ** This facility follows guidelines for testing based on the Centers for Disease Control and Prevention (CDC) and the Massachusetts department of public health. They advise to call your provider, or their urgent care facility for evaluation of your symptoms. From there, they work with both commercial and state labs to facilitate the testing.",https://www.carewellurgentcare.com/covid-19-response-at-carewell/,
